"","Selectivity","CAt_DW","logDiff","ShapeIndex_DW","sp3_At_DW","logSw","T_PSA","HBD","HBA","logD"
"diclofop","G",-0.409330029956904,0.392276047519897,1.06263952723872,-0.478566631057923,0.0212137613129752,-0.439070370671108,-0.350226576636095,-0.494750539517821,-0.161397953007052
"diclosulam","BL",-0.454587231145115,0.21955485350387,-0.775289676509198,-0.511884916712319,-0.203476014902048,-0.42284122174108,-0.350226576636095,-0.21753906941209,-0.461624341840613
"diethamquat","NS",-0.250929825798166,-0.219914148856811,0.764275210464755,-0.311975202785944,1.88357049369844,-0.441874001736267,-0.848199819203203,-0.494750539517821,-1.70025467901782
"diethatyl","G",-0.431958630551009,0.376497081176766,-2.01523714164083,-0.411930059749131,0.726268430750873,-0.438367563425777,-0.350226576636095,-0.494750539517821,-0.810840551539687
"dimefuron","BL",-0.409330029956904,0.21955485350387,-0.208635564601644,-0.411930059749131,0.363577845476289,-0.429721134829161,-0.350226576636095,-0.309942892780667,0.240475764681154
"dimepiperate","G",-0.409330029956904,0.392276047519897,0.366414351263852,-0.345293488440339,0.401398429826174,-0.452537677074888,-0.848199819203203,-0.679558186254976,0.526817337975293
"dimethachlor","G",-0.454587231145115,0.478789843472224,-0.657372489577528,-0.411930059749131,0.737868116366577,-0.449031238764397,-0.848199819203203,-0.587154362886399,0.115774402478034
"dimethametryn","BL",-0.499844432333325,0.426632588857306,0.0798292221323657,-0.345293488440339,0.369871309872727,-0.436422496887346,0.147746665931013,-0.402346716149244,0.432505383367891
"dimethenamid","G",-0.47721583173922,0.442089739134162,-1.39444889078059,-0.378611774094735,0.476196991476897,-0.449031238764397,-0.848199819203203,-0.587154362886399,0.124419664983712
"dimethenamid-P","G",-0.47721583173922,0.442089739134162,-1.39444889078059,-0.378611774094735,0.476196991476897,-0.449031238764397,-0.848199819203203,-0.587154362886399,0.124419664983712
"dimexano","BL",-0.658244636492063,1.11110811056697,2.73340451486885,-0.378611774094735,0.00341806844538798,-0.453240484320219,-0.848199819203203,-0.679558186254976,0.0945542126913686
"dimidazon","BL",-0.47721583173922,0.770166104864264,0.0798292221323657,-0.511884916712319,0.950414989120124,-0.43998591956908,-0.848199819203203,-0.494750539517821,-0.216675237513057
"dinitramine","G",-0.499844432333325,0.478789843472224,-2.16510850781541,-0.345293488440339,-0.262313168640729,-0.414323957719282,-0.350226576636095,-0.309942892780667,0.38823116023275
"diphenamid","G",-0.386701429362798,0.493919146668017,-1.02591069017906,-0.545203202366714,0.707533544435626,-0.452537677074888,-0.848199819203203,-0.679558186254976,0.185198480175149
"dipropetryn","BL",-0.499844432333325,0.426632588857306,-0.657372489577528,-0.345293488440339,0.41175615953341,-0.436422496887346,0.147746665931013,-0.402346716149244,0.507430991750438
"diquat","NS",-0.47721583173922,0.95412028730538,-0.130817739857152,-0.57852148802111,2.21063028409597,-0.457305369468892,-0.848199819203203,-0.86436583299213,-2.18700915585269
"dithiopyr","G",-0.409330029956904,0.133606141300665,-2.78025778586808,-0.311975202785944,-0.203476014902048,-0.442386861077455,-0.848199819203203,-0.587154362886399,0.67535866648195
"diuron","BL",-0.545101633521536,0.812855330780788,0.764275210464755,-0.57852148802111,0.404037453094497,-0.447967530501193,-0.350226576636095,-0.587154362886399,0.22475710557992
"eglinazine","BL",-0.590358834709747,0.883232013043852,1.06263952723872,-0.511884916712319,0.720212171394086,-0.422252383238235,0.645719908498121,-0.21753906941209,-1.02985386835021
"EPTC","G",-0.545101633521536,0.726711973159373,1.06263952723872,-0.345293488440339,1.02152315240337,-0.452537677074888,-0.848199819203203,-0.679558186254976,0.287631741984855
"erlujixiancaoan","BL",-0.47721583173922,0.52984897314713,1.32366131297588,-0.478566631057923,-0.0617125496897311,-0.449198392920044,-0.350226576636095,-0.679558186254976,0.671167024054954
"esprocarb","G",-0.409330029956904,0.296024569496593,0.366414351263852,-0.345293488440339,0.414265656399689,-0.452537677074888,-0.848199819203203,-0.679558186254976,0.488044645525583
"ethachlor","G",-0.454587231145115,0.478789843472224,-0.657372489577528,-0.411930059749131,0.660254349262967,-0.449031238764397,-0.848199819203203,-0.587154362886399,0.144067988860254
"ethalfluralin","G",-0.454587231145115,0.376497081176766,-1.84318581575647,-0.378611774094735,-0.487002944855752,-0.424208846650914,-0.848199819203203,-0.402346716149244,0.598075259234218
"ethiolate","G",-0.590358834709747,1.00351545441429,1.48029944651955,-0.411930059749131,1.36883742724204,-0.452537677074888,-0.848199819203203,-0.679558186254976,0.00417192285927544
"ethiozin","BL",-0.545101633521536,0.685254230205364,0.227194378170244,-0.378611774094735,0.663229259128391,-0.432217050289607,-0.350226576636095,-0.494750539517821,0.00783960998289662
"ethofumesate","G",-0.454587231145115,0.426632588857306,-0.0365842387172848,-0.278656917131548,0.790063111281887,-0.436764403114805,-0.848199819203203,-0.402346716149244,0.031417598634747
"ethoxyfen","BL",-0.364072828768693,0.161442530206986,-0.329685514204186,-0.445248345403527,-0.262313168640729,-0.432585549223646,-0.350226576636095,-0.402346716149244,0.0531617437247868
"ethoxysulfuron","NS",-0.409330029956904,0.066185326399505,-0.329685514204186,-0.345293488440339,0.676105489845981,-0.40783913627182,0.147746665931013,0.152076224062219,-0.504326699065631
"etnipromid","BL",-0.364072828768693,0.0948018103166331,-0.0620222716047754,-0.411930059749131,-0.157838372676352,-0.424778690363345,-0.350226576636095,-0.309942892780667,0.566375963380064
"fenoprop","BL",-0.545101633521536,0.791604642501535,0.227194378170244,-0.511884916712319,0.508512249058874,-0.442576808981599,-0.350226576636095,-0.587154362886399,-0.356571303514036
"fenoxaprop","G",-0.386701429362798,0.407953017117455,0.880939292328075,-0.478566631057923,0.262273987882181,-0.429181682781393,-0.350226576636095,-0.309942892780667,-0.228202254187295
"fenoxaprop-P","G",-0.386701429362798,0.407953017117455,0.880939292328075,-0.478566631057923,0.262273987882181,-0.429181682781393,-0.350226576636095,-0.309942892780667,-0.228202254187295
"fenoxasulfone","G",-0.431958630551009,0.175241821528197,0.113287127457293,-0.311975202785944,-0.0890225834749657,-0.435575329234866,-0.848199819203203,-0.402346716149244,0.453463595502869
"fenthiaprop","G",-0.386701429362798,0.34141769479491,0.880939292328075,-0.478566631057923,0.171326199973976,-0.434173513702286,-0.350226576636095,-0.402346716149244,-0.240253226164907
"fentrazamide","G",-0.386701429362798,0.188963039129185,-0.503741808197905,-0.378611774094735,0.476196991476897,-0.432513369020071,-0.848199819203203,-0.402346716149244,0.309375887074894
"flazasulfuron","NS",-0.454587231145115,0.188963039129185,-1.25798574883735,-0.445248345403527,0.763376187342112,-0.409955155923979,0.147746665931013,0.0596724006936415,-0.547291033942337
"florasulam","BL",-0.47721583173922,0.442089739134162,-1.02591069017906,-0.545203202366714,0.0668514035386707,-0.42284122174108,-0.350226576636095,-0.21753906941209,-0.730151434820021
"fluazifop-P","G",-0.409330029956904,0.442089739134162,0.880939292328075,-0.445248345403527,0.643883898908784,-0.434173513702286,-0.350226576636095,-0.402346716149244,-0.410538699761604
"fluchloralin","G",-0.47721583173922,0.357425795026033,-1.84318581575647,-0.345293488440339,-0.638998808871145,-0.424208846650914,-0.848199819203203,-0.402346716149244,0.649684856616602
"flufenacet","G",-0.431958630551009,0.325303219748214,0.0183017632764153,-0.445248345403527,0.363577845476289,-0.439237524826754,-0.848199819203203,-0.402346716149244,0.434863182233076
"flufenpyr","BL",-0.431958630551009,0.376497081176766,-0.775289676509198,-0.478566631057923,0.228107844660411,-0.429322244230459,-0.350226576636095,-0.402346716149244,-0.576894508582993
"flumetsulam","BL",-0.47721583173922,0.493919146668017,-0.456374436614301,-0.57852148802111,0.080050915522585,-0.426347660051571,-0.350226576636095,-0.309942892780667,-0.691116764718624
"flumiclorac","BL",-0.386701429362798,0.357425795026033,-1.02591069017906,-0.411930059749131,0.251507215261874,-0.428376303667824,-0.350226576636095,-0.309942892780667,-0.440142174402261
"flumioxazin","BL",-0.318815627580482,0.279604606797757,-1.5078548994662,-0.411930059749131,0.104140072315682,-0.434830733450623,-0.848199819203203,-0.309942892780667,-0.0597506241524079
"flumipropyn","BL",-0.341444228174588,0.263072718516027,-1.02591069017906,-0.411930059749131,-0.487002944855752,-0.442546417316936,-0.848199819203203,-0.494750539517821,0.553015103144015
"fluometuron","BL",-0.522473032927431,0.836541867755593,-0.242720022460745,-0.545203202366714,0.590387033794522,-0.447967530501193,-0.350226576636095,-0.587154362886399,0.161358513871611
"fluorodifen","BL",-0.454587231145115,0.58857384651328,-0.208635564601644,-0.511884916712319,-0.487002944855752,-0.421933270759274,-0.848199819203203,-0.402346716149244,0.535462600480971
"fluoroglycofen","BL",-0.386701429362798,0.249765585923388,-0.329685514204186,-0.445248345403527,0.125688557748281,-0.415178723287928,-0.350226576636095,-0.21753906941209,-0.180784299231907
"fluoronitrofen","BL",-0.47721583173922,0.665662048657419,0.622924958754954,-0.57852148802111,-0.736609305018561,-0.439340096694992,-0.848199819203203,-0.587154362886399,0.730373973336268
"fluothiuron","BL",-0.522473032927431,0.52984897314713,0.366414351263852,-0.511884916712319,0.00341806844538798,-0.447967530501193,-0.350226576636095,-0.587154362886399,0.566899918683438
"flupropacil","BL",-0.386701429362798,0.206006111757451,-1.02591069017906,-0.445248345403527,0.135667192740057,-0.433546685618613,-0.848199819203203,-0.494750539517821,0.0856469725340028
"flupropanate","G",-0.680873237086169,1.99499270894835,-0.329685514204186,-0.545203202366714,1.77658233878695,-0.446083247292089,-0.350226576636095,-0.679558186254976,-1.01387323159729
"fluthiacet","BL",-0.431958630551009,0.263072718516027,-0.503741808197905,-0.378611774094735,0.104140072315682,-0.431157140984486,-0.350226576636095,-0.494750539517821,-0.148823025726065
"fomesafen","BL",-0.409330029956904,0.119567206489754,-1.02591069017906,-0.478566631057923,-0.487002944855752,-0.415315485778911,-0.350226576636095,-0.21753906941209,0.0701902910844566
"foramsulfuron","NS",-0.364072828768693,-0.132437752684868,-1.63228823275329,-0.411930059749131,0.958066531331417,-0.396081361005332,0.645719908498121,0.336883870799373,-0.707883334426606
"fucaojing","BL",-0.522473032927431,0.493919146668017,-1.02591069017906,-0.378611774094735,0.525124593954104,-0.436422496887346,0.147746665931013,-0.402346716149244,0.573187382323932
"fucaomi","BL",-0.318815627580482,-0.0593486996979392,-0.634315356319902,-0.311975202785944,-0.345239479643436,-0.417640448125629,-0.848199819203203,-0.125135246043513,0.692911169144994
"furyloxyfen","BL",-0.364072828768693,0.233028330419369,-0.793835631520768,-0.345293488440339,-0.487002944855752,-0.432327220074011,-0.848199819203203,-0.402346716149244,0.704962141122607
"glufosinate","NS",-0.635616035897958,1.05671281895748,0.682823381022051,-0.378611774094735,1.9016409622445,-0.422028244711346,0.645719908498121,-0.402346716149244,-1.42544012239792
"glyphosate","NS",-0.680873237086169,1.34926209597417,1.48029944651955,-0.411930059749131,1.96003642786764,-0.419657694867634,1.14369315106523,-0.309942892780667,-1.47207214439825
"halauxifen","BL",-0.454587231145115,0.478789843472224,-1.32427500695303,-0.545203202366714,0.363577845476289,-0.427795063081145,0.147746665931013,-0.402346716149244,-0.484154419885715
"halosafen","BL",-0.386701429362798,0.0262780512478963,-1.02591069017906,-0.445248345403527,-0.672065476874945,-0.415315485778911,-0.350226576636095,-0.21753906941209,0.111058804747664
"haloxyfop","G",-0.409330029956904,0.357425795026033,0.540470645257569,-0.445248345403527,0.495522395649991,-0.434173513702286,-0.350226576636095,-0.402346716149244,-0.179212433321783
"haloxyfop-P","G",-0.409330029956904,0.357425795026033,0.540470645257569,-0.445248345403527,0.495522395649991,-0.434173513702286,-0.350226576636095,-0.402346716149244,-0.179212433321783
"imazamethabenz","NS",-0.409330029956904,0.426632588857306,-1.65246322435371,-0.411930059749131,0.829982317203987,-0.430332767080503,0.147746665931013,-0.402346716149244,-0.888647914090793
"imazapic","NS",-0.431958630551009,0.460509212192468,-1.02591069017906,-0.411930059749131,0.841108993280373,-0.425435910111682,0.147746665931013,-0.309942892780667,-1.03194968956371
"imazapyr","NS",-0.454587231145115,0.568181500077519,-1.3557279441686,-0.445248345403527,0.937698408658347,-0.425435910111682,0.147746665931013,-0.309942892780667,-1.05971932064255
"imazethapyr","NS",-0.409330029956904,0.357425795026033,-0.72754637340509,-0.378611774094735,0.764279153237711,-0.425435910111682,0.147746665931013,-0.309942892780667,-0.952570461102476
"iodobonil","G",-0.499844432333325,0.52984897314713,1.55398202453848,-0.545203202366714,-0.0617125496897311,-0.437717941593606,-0.848199819203203,-0.494750539517821,0.428313740940895
"iodosulfuron","NS",-0.431958630551009,0.0262780512478963,-0.793835631520768,-0.445248345403527,0.68952154113448,-0.403470334476517,0.147746665931013,0.152076224062219,-0.574274732066121
"ipazine","BL",-0.522473032927431,0.550564816515323,-0.242720022460745,-0.411930059749131,0.277430657481445,-0.439761781042191,-0.350226576636095,-0.402346716149244,0.391636869704684
"ipfencarbazone","G",-0.341444228174588,0.066185326399505,-0.578426870271523,-0.545203202366714,-0.0160749074640355,-0.437410225988893,-0.848199819203203,-0.494750539517821,0.566637941031751
