"","Selectivity","CAt_DW","logDiff","ShapeIndex_DW","sp3_At_DW","logSw","T_PSA","HBD","HBA","logP"
"butafenacil","BL",-0.296187026986377,-0.109118158286108,-0.634315356319902,-0.378611774094735,0.0668514035386707,-0.42355542586066,-0.848199819203203,-0.309942892780667,-0.168424807020864
"butamifos","G",-0.454587231145115,0.175241821528197,-1.32427500695303,-0.245338631477152,0.0212137613129752,-0.431263511810807,-0.350226576636095,-0.402346716149244,0.376400537065689
"buthiuron","BL",-0.545101633521536,0.426632588857306,1.06263952723872,-0.411930059749131,0.985943408951131,-0.425204173668626,-0.350226576636095,-0.21753906941209,-0.818700217704815
"butralin","G",-0.431958630551009,0.296024569496593,-1.32427500695303,-0.278656917131548,-0.487002944855752,-0.42086956249607,-0.350226576636095,-0.402346716149244,0.662360613498215
"buturon","BL",-0.47721583173922,0.625996365906775,1.32366131297588,-0.545203202366714,0.479849256917479,-0.447967530501193,-0.350226576636095,-0.587154362886399,-0.201011806767977
"butylate","G",-0.499844432333325,0.493919146668017,-0.130817739857152,-0.278656917131548,0.761558206857076,-0.452537677074888,-0.848199819203203,-0.679558186254976,0.278273391759778
"cafenstrole","G",-0.386701429362798,0.066185326399505,-0.503741808197905,-0.378611774094735,0.900332547712087,-0.427901433907465,-0.848199819203203,-0.309942892780667,-0.361749929116093
"carfentrazone","BL",-0.454587231145115,0.34141769479491,-1.02591069017906,-0.478566631057923,0.291541179753693,-0.430955796206094,-0.350226576636095,-0.494750539517821,-0.0179387744808283
"chlomethoxyfen","BL",-0.454587231145115,0.52984897314713,0.227194378170244,-0.511884916712319,-0.487002944855752,-0.435833658384501,-0.848199819203203,-0.494750539517821,0.530181884186894
"chloramben","BL",-0.590358834709747,1.16659695359693,-1.02591069017906,-0.611839773675506,0.748845072175748,-0.436198358360457,0.147746665931013,-0.587154362886399,-0.4228963219
"chloranocryl","BL",-0.522473032927431,0.812855330780788,0.764275210464755,-0.611839773675506,0.317139726836556,-0.449198392920044,-0.350226576636095,-0.679558186254976,0.0300263599784046
"chlorazine","BL",-0.499844432333325,0.442089739134162,-0.657372489577528,-0.378611774094735,0.171326199973976,-0.443101065197035,-0.848199819203203,-0.402346716149244,0.182709268905886
"chlorbromuron","BL",-0.545101633521536,0.726711973159373,1.06263952723872,-0.511884916712319,0.660254349262967,-0.444461092190703,-0.350226576636095,-0.494750539517821,-0.1365700994029
"chloreturon","BL",-0.499844432333325,0.625996365906775,1.32366131297588,-0.478566631057923,0.545800917835885,-0.444461092190703,-0.350226576636095,-0.494750539517821,-0.216389941480097
"chlorfenac","BL",-0.567730234115642,0.978943625894708,-0.543966480891916,-0.57852148802111,0.428708463611409,-0.446083247292089,-0.350226576636095,-0.679558186254976,0.0604164833380712
"chloridazon","BL",-0.522473032927431,0.929040239688196,0.227194378170244,-0.645158059329902,0.675411018862231,-0.437113907258429,-0.350226576636095,-0.587154362886399,-0.69128138723296
"chlornidine","G",-0.499844432333325,0.426632588857306,-1.65246322435371,-0.378611774094735,-0.203476014902048,-0.424208846650914,-0.848199819203203,-0.402346716149244,0.156712898321111
"chlornitrofen","BL",-0.47721583173922,0.58857384651328,0.622924958754954,-0.57852148802111,-0.907602646706563,-0.439340096694992,-0.848199819203203,-0.587154362886399,0.754995567835512
"chloroxuron","BL",-0.409330029956904,0.407953017117455,1.48029944651955,-0.545203202366714,0.0212137613129752,-0.444461092190703,-0.350226576636095,-0.494750539517821,0.183075414970461
"chlorphthalim","BL",-0.431958630551009,0.665662048657419,-0.329685514204186,-0.511884916712319,-0.262313168640729,-0.446052855627426,-0.848199819203203,-0.587154362886399,-0.0300215946117801
"chlorprocarb","BL",-0.454587231145115,0.376497081176766,0.853746912344896,-0.411930059749131,0.267452022489669,-0.431130548277906,0.147746665931013,-0.309942892780667,-0.0593132797777238
"chlorsulfuron","NS",-0.47721583173922,0.279604606797757,-0.208635564601644,-0.511884916712319,0.56337798801325,-0.41346159423447,0.147746665931013,-0.0327314226749357,-0.508574501010386
"cinidon-ethyl","BL",-0.318815627580482,0.0948018103166331,-0.543966480891916,-0.411930059749131,-0.487002944855752,-0.436061595869474,-0.848199819203203,-0.402346716149244,0.501622491150099
"cinosulfuron","NS",-0.409330029956904,0.0152793119048245,-0.130817739857152,-0.311975202785944,0.841726883359466,-0.402942279302998,0.147746665931013,0.244480047430796,-0.609630814832892
"clodinafop","G",-0.431958630551009,0.493919146668017,1.06263952723872,-0.478566631057923,0.601666763837701,-0.434173513702286,-0.350226576636095,-0.402346716149244,0.106550887474432
"clofop","G",-0.409330029956904,0.478789843472224,1.48029944651955,-0.478566631057923,0.245903537527998,-0.439070370671108,-0.350226576636095,-0.494750539517821,0.245320245948091
"clomeprop","BL",-0.386701429362798,0.296024569496593,0.465910893690786,-0.511884916712319,-0.157838372676352,-0.445691954609553,-0.350226576636095,-0.587154362886399,0.558375131159115
"cloprop","BL",-0.545101633521536,1.0302599951034,0.419921937682367,-0.511884916712319,1.03941487220706,-0.442576808981599,-0.350226576636095,-0.587154362886399,-0.252638401872952
"cloproxydim","G",-0.341444228174588,-0.070743643207349,1.06263952723872,-0.145383774513965,-0.262313168640729,-0.437881296791169,-0.350226576636095,-0.494750539517821,0.572288681612938
"clopyralid","BL",-0.612987435303852,1.34926209597417,-0.456374436614301,-0.611839773675506,0.929027607698189,-0.441186390323268,-0.350226576636095,-0.587154362886399,-0.342710333758229
"cloransulam","BL",-0.431958630551009,0.175241821528197,-1.25798574883735,-0.478566631057923,0.41175615953341,-0.408671108091969,0.147746665931013,-0.0327314226749357,-0.314883232850583
"cyanatryn","BL",-0.522473032927431,0.52984897314713,0.0798292221323657,-0.411930059749131,0.737354887689155,-0.427384775608195,0.147746665931013,-0.309942892780667,-0.295843637492719
"cyanazine","BL",-0.545101633521536,0.665662048657419,0.540470645257569,-0.478566631057923,0.609496291887942,-0.427384775608195,0.147746665931013,-0.309942892780667,-0.358454614534924
"cycloate","G",-0.499844432333325,0.605917559644765,0.764275210464755,-0.278656917131548,0.835144015788786,-0.452537677074888,-0.848199819203203,-0.679558186254976,0.134744134446653
"cyclosulfamuron","NS",-0.364072828768693,-0.0105800880148672,-0.809875376395639,-0.378611774094735,0.426371050442986,-0.403797044871644,0.645719908498121,0.152076224062219,-0.518826590818466
"cycloxydim","G",-0.364072828768693,0.119567206489754,0.113287127457293,-0.112065488859569,-0.0160749074640355,-0.439207133162091,-0.350226576636095,-0.494750539517821,-0.127782593853117
"cyhalofop","G",-0.386701429362798,0.442089739134162,1.25248494509364,-0.478566631057923,0.0668514035386707,-0.430032649391956,-0.350226576636095,-0.402346716149244,0.0413768879802077
"cyperquat","NS",-0.47721583173922,0.95412028730538,1.38393566676349,-0.611839773675506,1.47971730790814,-0.458779365205046,-0.848199819203203,-0.86436583299213,-1.9998874220215
